2021.acl-srw.17	2020.acl-main.94	0.843565
D14-1163	D13-1137	0.512175
D17-1012	W16-4617	0.45686
D17-1012	P16-1078	0.688988
D17-1012	P17-2012	0.792643
D17-1012	D13-1137	0.794454
D17-1012	D17-1206	0.190937
D17-1206	P16-1078	0.760695
D17-1206	D17-1012	0.826872
D17-1206	W11-0328	0.301353
E09-1090	W06-1619	0.941698
E09-1090	W05-1514	0.908906
J19-2003	P16-1078	0.789606
J19-2003	P17-2012	0.884602
J19-2003	D17-1012	0.883033
K15-1027	D14-1163	0.870336
K15-1027	D13-1137	0.921942
L16-1225	D15-1277	0.761706
N19-1315	P16-1078	0.933092
N19-1315	P17-2012	0.844894
N19-1315	D17-1012	0.884703
P06-1059	W05-1514	0.831367
P06-1128	H05-1059	0.143897
P06-4005	W05-1511	0.867094
P06-4005	P06-1128	0.5
P09-1054	P06-1059	0.746285
P16-1020	W15-4001	0.869669
P16-1020	D14-1163	0.891339
P17-2012	P16-1078	0.77136
saetre-etal-2008-connecting	P06-1128	0.5
W05-1511	W05-1514	0.885649
W05-1514	W05-1511	0.828986
W05-1514	H05-1059	0.812454
W06-1619	W05-1511	0.805598
W06-1619	H05-1059	0.811846
W08-0605	P06-1059	0.831588
W08-0609	P06-1059	0.86642
W11-0328	P06-1059	0.636231
W11-0328	H05-1059	0.67598
W11-0328	P09-1054	0.841931
W11-1814	P09-1054	0.779951
W14-3702	S13-2015	0.5
W15-4001	P06-1128	0.581128
W15-4001	D14-1163	0.300115
W16-4605	P16-1078	0.902164
W16-4605	W16-1629	0.928914
W16-4617	P16-1078	0.293183
