2005.iwslt-1.15	2006.iwslt-evaluation.14	0.5
2006.iwslt-evaluation.14	P06-1098	0.921865
2006.iwslt-evaluation.14	W06-3115	0.730654
2007.iwslt-1.16	P06-1098	0.894326
2007.iwslt-1.16	D07-1080	0.562399
2007.iwslt-1.16	2006.iwslt-evaluation.14	0.5
2008.iwslt-evaluation.13	D07-1080	0.906376
2008.iwslt-evaluation.13	2006.iwslt-evaluation.14	0.898254
2008.iwslt-evaluation.13	2007.iwslt-1.16	0.843688
2009.iwslt-papers.3	D07-1080	0.888167
2009.iwslt-papers.3	2006.iwslt-evaluation.14	0.930093
C02-1053	P01-1041	0.897899
C02-1054	P01-1041	0.5
C04-1040	C02-1054	0.892014
D07-1080	P06-1098	0.329931
D07-1080	2006.iwslt-evaluation.14	0.5
D07-1083	P06-1028	0.829929
D09-1058	P08-1076	0.72351
D10-1092	W10-1736	0.720649
H05-1019	C04-1064	0.847492
I08-1055	C02-1053	0.806673
P06-1078	C02-1054	0.5
P07-2030	C02-1053	0.808016
P08-1076	D07-1083	0.417996
P11-2112	P08-1076	0.954742
P11-2112	D09-1058	0.917404
W03-1024	C02-1053	0.876791
W03-1024	C02-1054	0.879479
W06-3115	P06-1098	0.825285
W10-1757	P05-1024	0.783566
W10-1757	D07-1080	0.936069
W14-3335	D10-1092	0.901921
W15-3058	D10-1092	0.776391
W15-3058	W14-3335	0.707083
