2020.acl-srw.37	Y15-1033	0.921893
2020.acl-srw.37	Y17-1038	0.933618
2020.acl-srw.37	D19-1146	0.5
2020.lrec-1.449	P17-2061	0.798899
2020.lrec-1.449	D19-1146	0.865738
2020.lrec-1.449	W19-6613	0.842963
2020.lrec-1.454	D19-1146	0.794451
2020.lrec-1.454	W19-6613	0.911441
2020.wat-1.1	Y18-3001	0.753826
2020.wat-1.9	P17-2061	0.922577
2020.wat-1.9	2020.coling-tutorials.3	0.871368
2020.wat-1.9	Y18-3003	0.723584
2020.wmt-1.61	P17-2061	0.934704
2020.wmt-1.61	D19-1146	0.843886
2020.wmt-1.61	2020.lrec-1.454	0.826073
2020.wmt-1.61	2020.acl-srw.37	0.833832
2021.mtsummit-research.10	D19-1146	0.842567
2021.mtsummit-research.10	2020.lrec-1.454	0.83534
2021.wat-1.23	2020.coling-tutorials.3	0.900853
2021.wat-1.23	D19-1146	0.851644
2021.wat-1.23	2020.lrec-1.454	0.914403
D19-1146	P17-2061	0.921873
D19-1146	W19-6613	0.78878
D19-5201	W19-6613	0.928331
D19-5207	W19-6613	0.88935
L16-1468	Y15-1033	0.847103
P17-2061	L16-1468	0.872655
W19-5313	Y17-1038	0.807473
W19-5362	P17-2061	0.912568
W19-6613	P17-2061	0.92136
Y18-3001	Y18-3003	0.889659
Y18-3003	P17-2061	0.937207
Y18-3003	Y18-3001	0.838941
