2020.emnlp-main.85	W18-2607	0.5
2020.findings-emnlp.270	W19-4007	0.825851
2021.acl-long.160	P18-1010	0.879896
2021.acl-long.160	P18-1025	0.921986
2021.acl-long.349	N18-2021	0.368379
2021.acl-long.364	P11-1080	0.759294
2021.eacl-main.77	P17-2057	0.853261
2021.eacl-main.77	N18-1045	0.764036
2021.eacl-main.77	D14-1113	0.897164
2021.eacl-main.77	N13-1008	0.894543
2021.eacl-main.77	N16-1103	0.309338
2021.eacl-main.77	E17-1058	0.838821
2021.eacl-main.77	N18-1080	0.843465
2021.eacl-main.77	D10-1099	0.648996
2021.eacl-main.77	N19-1083	0.93011
2021.emnlp-demo.24	2021.acl-long.160	0.845166
2021.emnlp-demo.24	P18-1025	0.910474
2021.emnlp-main.395	N19-1116	0.927948
2021.emnlp-main.395	N04-4028	0.276541
2021.emnlp-main.469	2020.coling-main.448	0.436755
2021.emnlp-main.469	2020.emnlp-main.38	0.376746
2021.emnlp-main.755	2020.findings-emnlp.427	0.536675
2021.findings-acl.343	P19-1355	0.88821
2021.naacl-main.205	P18-1010	0.895381
2021.naacl-main.205	N13-1008	0.740456
2021.naacl-main.68	P18-1025	0.889755
2021.repl4nlp-1.28	P18-1025	0.389962
C04-1081	N04-4028	0.409574
C04-1081	N04-1042	0.426596
D09-1009	P08-1099	0.57616
D09-1014	N04-1042	0.685502
D09-1014	N06-1012	0.881701
D09-1014	P08-1099	0.948767
D11-1001	W11-1807	0.583242
D11-1001	W11-1808	0.924223
D11-1135	D10-1099	0.399453
D12-1067	N07-1011	0.832712
D12-1101	N07-1011	0.883627
D12-1101	P11-1080	0.826634
D12-1101	D10-1099	0.881719
D17-1283	W14-1609	0.28147
D18-1306	P18-1010	0.897568
D18-1306	N18-1080	0.875248
D18-1306	W14-1609	0.898726
D18-1306	N13-1008	0.625099
D18-1306	D17-1283	0.862208
D18-1548	W05-0636	0.730999
D18-2018	W18-2607	0.850362
D19-1161	N19-1116	0.848341
E17-1013	P15-1016	0.916712
E17-1013	N13-1008	0.886626
E17-1013	N16-1103	0.831251
E17-1058	D14-1113	0.0280589
E17-1058	N13-1008	0.529643
E17-1058	P15-1016	0.299142
E17-1058	N16-1103	0.811679
K18-1001	P14-1056	0.825781
K19-1053	N13-1008	0.886181
N04-1042	W03-0430	0.705659
N06-1038	N04-4028	0.752258
N10-1111	N07-1011	0.891642
N10-1111	P08-1099	0.957678
N13-1008	D11-1135	0.657866
N13-1008	W12-3022	0.842101
N13-1008	P12-1075	0.691635
N16-1103	P15-1016	0.625617
N16-1103	N13-1008	0.50869
N16-1103	D10-1099	0.641519
N18-1080	E17-1013	0.854389
N18-1080	W11-1808	0.742567
N18-1080	N13-1008	0.91395
N18-1080	N16-1103	0.873458
N18-1080	W16-1312	0.875074
N18-2021	N10-1111	0.785399
N19-1083	E17-1058	0.870136
N19-1116	W05-0636	0.65145
P09-1041	P08-1099	0.523641
P11-1080	N07-1011	0.856675
P11-1080	P08-1099	0.562065
P12-1040	W06-3606	0.606287
P12-1040	N07-1011	0.864923
P12-1040	P11-1080	0.744781
P12-1075	D11-1135	0.926168
P14-1056	N04-1042	0.795779
P15-1016	D14-1113	0.782819
P15-1016	N13-1008	0.898085
P17-2057	P15-1016	0.327275
P17-2057	N13-1008	0.92922
P17-2057	N16-1103	0.601109
P17-2057	D10-1099	0.857893
P18-1010	P17-2057	0.900326
P18-1010	E17-1058	0.845044
P18-1010	P18-1025	0.816282
P19-1355	D18-1548	0.905898
W06-1671	W06-3606	0.675617
W11-1807	W11-1808	0.647704
W11-1808	W11-1807	0.818921
W12-3017	P11-1080	0.777878
W12-3017	P12-1040	0.817658
W12-3021	N07-1011	0.875559
W12-3021	P11-1080	0.861392
W12-3021	D10-1099	0.883234
W12-3022	D11-1135	0.905496
W13-3517	N07-1011	0.351235
W13-3517	D10-1099	0.101154
W16-1304	D14-1113	0.696384
W16-1304	P15-1016	0.818468
W16-1304	N13-1008	0.880994
W16-1312	P15-1016	0.896314
W16-1312	N13-1008	0.847823
W16-1312	N16-1103	0.849887
W16-1317	N13-1008	0.916203
W16-1317	N16-1103	0.5
W17-4301	D17-1283	0.5
W18-1706	N18-1045	0.919099
W18-1706	D14-1113	0.907791
W18-2904	D18-1548	0.74947
W18-2904	W05-0636	0.670207
