2011.mtsummit-papers.53	W09-2302	0.84403
2011.mtsummit-papers.53	I11-1089	0.725191
2012.eamt-1.7	2011.mtsummit-papers.53	0.899763
2012.iwslt-evaluation.12	I11-1089	0.840723
2012.iwslt-evaluation.12	2012.eamt-1.7	0.576691
2015.mtsummit-papers.20	chu-etal-2012-chinese	0.92817
2015.mtsummit-wpslt.7	P14-5014	0.831472
2020.lrec-1.459	L16-1350	0.913172
2020.lrec-1.459	D19-5201	0.918153
2020.wat-1.1	W17-5701	0.728933
2020.wat-1.1	Y18-3001	0.753826
2020.wat-1.18	D19-5204	0.80896
2020.wat-1.18	2020.wmt-1.74	0.727581
2020.wmt-1.74	D19-5204	0.801973
2021.mtsummit-research.19	L16-1350	0.866457
2021.wat-1.11	D19-5204	0.850314
2021.wat-1.11	2020.wmt-1.74	0.843243
2021.wat-1.11	2020.lrec-1.447	0.859112
C12-1120	I11-1089	0.605419
chu-etal-2014-constructing	W13-2505	0.5
chu-etal-2014-constructing	2012.eamt-1.7	0.5
D16-1247	P14-5014	0.907225
D16-1247	N16-1002	0.844414
D19-5201	W16-4601	0.763733
D19-5201	W17-5701	0.779618
D19-5201	W14-7001	0.794275
D19-5201	W15-5001	0.855752
I11-1089	W09-2302	0.889421
I13-1030	I05-1060	0.5
I13-1163	2012.eamt-1.7	0.845483
L16-1348	Y15-1033	0.941209
L16-1350	W14-7001	0.377751
L16-1350	W15-5001	0.860841
N16-1002	P14-5014	0.849806
P14-5014	C12-1120	0.90165
P16-3002	I11-1089	0.748713
richardson-etal-2014-bilingual	I13-1030	0.5
W09-2302	2008.amta-papers.15	0.523133
W13-2505	2011.mtsummit-papers.53	0.83952
W13-2505	2012.eamt-1.7	0.810272
W13-2505	chu-etal-2012-chinese	0.833746
W14-7001	W14-7012	0.854354
W14-7012	C12-1120	0.5
W15-5001	W14-7001	0.205867
W15-5001	W15-5006	0.742862
W15-5006	C12-1120	0.883803
W16-4601	W16-4616	0.921374
W16-4601	W14-7001	0.885529
W16-4601	W15-5001	0.853738
W16-4601	W15-5006	0.884753
W16-4616	W16-4601	0.866497
W16-4616	L16-1350	0.87803
W16-4616	W15-5006	0.864664
W16-5407	W15-5001	0.854089
W17-5701	W17-5714	0.815327
W17-5701	W14-7001	0.898058
W17-5701	W15-5001	0.885412
W17-5714	W16-4616	0.879551
W17-5714	W16-4601	0.753152
Y14-1032	2012.eamt-1.7	0.851342
Y15-1042	I13-1030	0.5
Y18-3001	W14-7001	0.458489
Y18-3001	W16-4601	0.938773
