1992.tmi-1.8	J90-2002	0.565638
1992.tmi-1.8	P91-1022	0.846501
1992.tmi-1.8	P91-1034	0.862146
2020.argmining-1.10	W14-2113	0.891116
H91-1025	J90-2002	0.5
H91-1025	P91-1034	0.5
H92-1023	J92-4003	0.5
H92-1026	J92-4003	0.5
H92-1053	J90-2002	0.641494
H92-1053	P91-1022	0.887554
H92-1053	P91-1034	0.847988
H92-1053	1992.tmi-1.8	0.71686
H93-1039	J93-2003	0.5
H94-1028	J93-2003	0.0776936
J92-4003	J90-2002	0.5
J93-1001	J90-2002	0.364969
J93-1001	J92-1002	0.763814
J93-2003	J90-2002	0.278745
J93-2003	H91-1025	0.152931
J93-2003	P91-1034	0.156162
J93-2003	P91-1022	0.155887
J93-2003	J92-4003	0.5
P91-1022	J90-2002	0.441755
P91-1034	J90-2002	0.358499
P93-1005	J92-4003	0.5
W14-2103	C12-1074	0.894724
W19-5018	W19-5018	0.0529494
W91-0220	C88-2086	0.897428
