A88-1032	C82-1015	0.913748
A88-1032	P85-1008	0.885125
A88-1032	H86-1003	0.646627
A88-1032	P83-1009	0.5
A92-1026	C90-3029	0.796987
C12-1079	P85-1008	0.646074
C12-1079	W11-0124	0.904163
C82-1020	C82-1015	0.805012
C90-3028	P88-1012	0.886945
C90-3029	A88-1032	0.893808
C90-3029	P88-1012	0.840066
C90-3029	C82-1015	0.5
H86-1003	P86-1035	0.800345
H86-1003	H86-1013	0.5
H86-1013	P85-1008	0.5
H90-1012	P88-1012	0.876613
H91-1024	P88-1012	0.896734
H91-1100	P88-1012	0.755996
J13-4001	W11-0121	0.925574
J13-4001	J11-4005	0.891327
J86-3006	P86-1035	0.827048
J87-1005	P83-1009	0.5
J87-3004	P85-1008	0.5
M92-1019	M91-1030	0.796674
M95-1019	M93-1019	0.808663
P06-1050	pan-etal-2006-annotated	0.916951
P84-1059	C82-1015	0.5
P84-1059	P85-1008	0.5
P85-1008	P83-1009	0.5
P86-1035	P85-1008	0.883489
P88-1012	P83-1009	0.659674
P88-1012	P85-1008	0.302169
P88-1012	H86-1003	0.746614
P88-1012	P86-1035	0.725102
P88-1012	A88-1032	0.5
P88-1012	H86-1013	0.5
P88-1012	J87-3004	0.5
T87-1006	P86-1035	0.886289
T87-1006	H86-1013	0.5
W06-0906	pan-etal-2006-annotated	0.710007
W06-0906	P06-1050	0.722451
W08-2217	P83-1009	0.443826
W11-0107	W11-0124	0.646467
W11-0121	W11-0124	0.879821
W11-0121	P85-1008	0.5
W11-0124	P85-1008	0.500584
W11-0124	W07-1409	0.5
W11-0124	C12-1079	0.5
W11-0143	pan-etal-2006-annotated	0.781094
W13-3817	W11-0107	0.719601
W13-3817	W11-0124	0.928796
W13-3817	C12-1079	0.918595
W14-2305	P85-1008	0.636456
W14-3003	W11-0124	0.5
W15-1406	P85-1008	0.618125
W15-1406	W14-2305	0.602889
W15-1406	W11-0124	0.5
W15-1407	W15-1406	0.5
W15-1407	W14-2305	0.5
W19-2403	P85-1008	0.5561
W19-2403	W11-0107	0.730434
W19-2403	W13-3817	0.883836
X98-1013	M92-1019	0.5
Y07-1003	P85-1008	0.723528
Y07-1003	J87-3004	0.253819
