2020.acl-main.342	D19-1563	0.900676
2020.acl-main.342	D17-1167	0.836413
2020.acl-main.342	D16-1170	0.76033
2020.coling-main.13	P19-1462	0.842212
2020.emnlp-main.289	D19-1563	0.824539
2020.emnlp-main.289	D17-1167	0.863186
2020.emnlp-main.289	D16-1170	0.887072
2020.lrec-1.620	P19-1462	0.831829
2021.acl-short.66	2020.emnlp-main.281	0.729745
2021.acl-short.66	2020.coling-main.362	0.68595
2021.emnlp-main.19	P19-1462	0.833253
2021.emnlp-main.19	2020.coling-main.13	0.906182
2021.emnlp-main.319	D18-1069	0.836801
2021.emnlp-main.319	2020.coling-main.13	0.828487
2021.findings-emnlp.70	D16-1170	0.82418
D19-1563	D17-1167	0.818974
D19-1563	D16-1170	0.2569
